T21,"Production, trade and supply of energy",,,,,
52,Barbados,2010,Changes in stocks (petajoules),0.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
52,Barbados,2015,Changes in stocks (petajoules),1.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
52,Barbados,2016,Changes in stocks (petajoules),1.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
52,Barbados,2017,Changes in stocks (petajoules),1.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
52,Barbados,1990,Total supply (petajoules),16.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
52,Barbados,1995,Total supply (petajoules),12.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
52,Barbados,2000,Total supply (petajoules),16.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
52,Barbados,2005,Total supply (petajoules),17.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
52,Barbados,2010,Total supply (petajoules),20.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
52,Barbados,2015,Total supply (petajoules),17.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
52,Barbados,2016,Total supply (petajoules),17.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
52,Barbados,2017,Total supply (petajoules),16.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
52,Barbados,1990,Supply per capita (gigajoules),62.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
52,Barbados,1995,Supply per capita (gigajoules),47.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
52,Barbados,2000,Supply per capita (gigajoules),59.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
52,Barbados,2005,Supply per capita (gigajoules),64.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
52,Barbados,2010,Supply per capita (gigajoules),72.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
52,Barbados,2015,Supply per capita (gigajoules),59.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
52,Barbados,2016,Supply per capita (gigajoules),60.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
52,Barbados,2017,Supply per capita (gigajoules),55.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,1995,Primary energy production (petajoules),139.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,2000,Primary energy production (petajoules),143.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,2005,Primary energy production (petajoules),155.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,2010,Primary energy production (petajoules),167.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,2015,Primary energy production (petajoules),163.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,2016,Primary energy production (petajoules),166.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,2017,Primary energy production (petajoules),180.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,1995,Net imports [Imports - Exports - Bunkers] (petajoules),908.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,2000,Net imports [Imports - Exports - Bunkers] (petajoules),885.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,2005,Net imports [Imports - Exports - Bunkers] (petajoules),962.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,2010,Net imports [Imports - Exports - Bunkers] (petajoules),980.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,2015,Net imports [Imports - Exports - Bunkers] (petajoules),891.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,2016,Net imports [Imports - Exports - Bunkers] (petajoules),867.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,2017,Net imports [Imports - Exports - Bunkers] (petajoules),900.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,1995,Changes in stocks (petajoules),9.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,2000,Changes in stocks (petajoules),-2.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,2005,Changes in stocks (petajoules),-4.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,2010,Changes in stocks (petajoules),-4.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,2015,Changes in stocks (petajoules),-13.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,2016,Changes in stocks (petajoules),-27.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,2017,Changes in stocks (petajoules),-1.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,1995,Total supply (petajoules),1038.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,2000,Total supply (petajoules),1029.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,2005,Total supply (petajoules),1121.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,2010,Total supply (petajoules),1152.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,2015,Total supply (petajoules),1067.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,2016,Total supply (petajoules),1060.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,2017,Total supply (petajoules),1081.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,1995,Supply per capita (gigajoules),101.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,2000,Supply per capita (gigajoules),102.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,2005,Supply per capita (gigajoules),114.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,2010,Supply per capita (gigajoules),122.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,2015,Supply per capita (gigajoules),112.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,2016,Supply per capita (gigajoules),112.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
112,Belarus,2017,Supply per capita (gigajoules),114.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
56,Belgium,1990,Primary energy production (petajoules),544.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
56,Belgium,1995,Primary energy production (petajoules),495.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
56,Belgium,2000,Primary energy production (petajoules),570.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
56,Belgium,2005,Primary energy production (petajoules),577.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
56,Belgium,2010,Primary energy production (petajoules),646.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
56,Belgium,2015,Primary energy production (petajoules),445.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
56,Belgium,2016,Primary energy production (petajoules),637.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
56,Belgium,2017,Primary energy production (petajoules),626.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
56,Belgium,1990,Net imports [Imports - Exports - Bunkers] (petajoules),1451.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
56,Belgium,1995,Net imports [Imports - Exports - Bunkers] (petajoules),1765.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
56,Belgium,2000,Net imports [Imports - Exports - Bunkers] (petajoules),1827.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
56,Belgium,2005,Net imports [Imports - Exports - Bunkers] (petajoules),1861.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
56,Belgium,2010,Net imports [Imports - Exports - Bunkers] (petajoules),1867.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
56,Belgium,2015,Net imports [Imports - Exports - Bunkers] (petajoules),1780.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
